Country,Country Code,Locality Name,Latitude,Longitude,Date,End of sampling,Duration(h.min),Iodine-131 (I-131) Concentration (Bq/m3),Caesium-134 (Cs-134) Concentration (Bq/m3),"Caesium-137 (radiocaesium, Cs-137) Concentration (Bq/m3)"
United Kingdom,9,BERKELEY,-2.45,51.69,86/05/15,8:35,23.5,0.0016,0.0006,0.001
United Kingdom,9,CHAPELCROSS,-3.61,55.06,86/05/02,10:30,16.2,<,0.001,0
United Kingdom,9,CHAPELCROSS,-3.61,55.06,86/05/03,10:45,24.0,0,0.4,0
United Kingdom,9,CHAPELCROSS,-3.61,55.06,86/05/03,10:50,12.2,0,0.15,0
United Kingdom,9,CHAPELCROSS,-3.61,55.06,86/05/03,11:00,21.0,2.7,1.2,2.2
United Kingdom,9,CHAPELCROSS,-3.61,55.06,86/05/04,11:00,24.0,0.83,0.1,0.75
United Kingdom,9,CHAPELCROSS,-3.61,55.06,86/05/05,11:00,24.0,0.0091,0,<
United Kingdom,9,CHAPELCROSS,-3.61,55.06,86/05/06,11:00,24.0,0.031,0.0029,0.0054
United Kingdom,9,CHAPELCROSS,-3.61,55.06,86/05/07,11:00,24.0,0.003,<,0.001
United Kingdom,9,CHAPELCROSS,-3.61,55.06,86/05/08,11:00,24.0,0.005,0.009,0.005
United Kingdom,9,CHAPELCROSS,-3.61,55.06,86/05/09,11:00,24.0,0.032,0.005,0.011
United Kingdom,9,CHAPELCROSS,-3.61,55.06,86/05/10,11:00,24.0,0.005,<,0.001
United Kingdom,9,CHAPELCROSS,-3.61,55.06,86/05/11,11:00,24.0,<,0.001,<
United Kingdom,9,CHAPELCROSS,-3.61,55.06,86/05/12,11:00,24.0,0.0033,<,0.001
United Kingdom,9,CHAPELCROSS,-3.61,55.06,86/05/13,11:00,24.0,0.0033,<,0.001
United Kingdom,9,CHAPELCROSS,-3.61,55.06,86/05/14,11:00,24.0,0.0046,0.0013,0.0025
United Kingdom,9,CHAPELCROSS,-3.61,55.06,86/05/15,11:00,24.0,0.003,<,0.001
United Kingdom,9,CHAPELCROSS,-3.61,55.06,86/05/16,11:00,24.0,0.0021,<,0.001
United Kingdom,9,GLASGOW,-4.49,56.0,86/04/30,24:00:00,700.0,0,N,0
United Kingdom,9,GLASGOW,-4.83,56.0,86/05/02,15:15,25.25,0.00034,<,0.0002
United Kingdom,9,GLASGOW,-4.83,56.0,86/05/03,10:45,19.3,0.75,0.24,0.45
United Kingdom,9,GLASGOW,-4.83,56.0,86/05/03,15:40,4.55,2.2,0.77,1.41
United Kingdom,9,GLASGOW,-4.83,56.0,86/05/03,19:00,3.2,0.594,0.141,0.32
United Kingdom,9,GLASGOW,-4.83,56.0,86/05/04,9:10,14.1,0.309,0.136,0.274
United Kingdom,9,GLASGOW,-4.83,56.0,86/05/04,11:00,1.5,0.176,0.06,0.153
United Kingdom,9,GLASGOW,-4.83,56.0,86/05/04,14:45,3.45,0.026,0.004,0.008
United Kingdom,9,GLASGOW,-4.83,56.0,86/05/04,19:20,4.35,0.021,0.008,0.017
United Kingdom,9,GLASGOW,-4.83,56.0,86/05/05,9:15,13.55,0.006,0.0003,0.0006
United Kingdom,9,GLASGOW,-4.83,56.0,86/05/06,9:50,24.35,0.058,0.006,0.011
United Kingdom,9,GLASGOW,-4.83,56.0,86/05/07,9:50,24.0,0.004,0.0009,0.0018
United Kingdom,9,GLASGOW,-4.83,56.0,86/05/08,9:25,23.35,0.0038,0.0008,0.0017
United Kingdom,9,GLASGOW,-4.83,56.0,86/05/09,9:45,24.2,0.0083,0.0009,0.0021
United Kingdom,9,GLASGOW,-4.83,56.0,86/05/10,9:30,23.45,0.0012,0.0003,0.0007
United Kingdom,9,GLASGOW,-4.83,56.0,86/05/11,9:00,23.3,0.001,0.0003,0.0005
United Kingdom,9,GLASGOW,-4.83,56.0,86/05/12,9:00,24.0,0.0034,0.0006,0.0011
United Kingdom,9,GLASGOW,-4.83,56.0,86/05/13,9:00,24.0,0.0016,0.0003,0.0006
United Kingdom,9,GLASGOW,-4.83,56.0,86/05/14,9:00,24.0,0.0038,0.0007,0.0015
United Kingdom,9,GLASGOW,-4.83,56.0,86/05/15,11:30,25.3,0.0024,0.0008,0.0016
United Kingdom,9,GLASGOW,-4.83,56.0,86/05/16,9:00,22.3,0.0027,0.0009,0.002
United Kingdom,9,GLASGOW,-4.83,56.0,86/05/17,9:00,24.0,0.0026,0.0011,0.002
United Kingdom,9,GLASGOW,-4.83,56.0,86/05/19,10:30,49.3,0.0024,0.0015,0.0036
United Kingdom,9,GLASGOW,-4.83,56.0,86/05/23,9:15,70.45,0.0019,0.0011,0.0023
United Kingdom,9,GLASGOW,-4.83,56.0,86/05/30,9:15,132.0,0.0005,0.0005,0.0011
United Kingdom,9,GLASGOW,-4.49,56.0,86/05/31,24:00:00,700.0,0,0.017,0.034
United Kingdom,9,HARWELL,-1.3,51.62,86/05/02,9:00,24.0,0.0014,<,0.00226
United Kingdom,9,HARWELL,-1.3,51.62,86/05/03,8:00,18.3,0.83,0.3,0.00107
United Kingdom,9,HARWELL,-1.3,51.62,86/05/05,9:00,24.0,0.0026,<,0.00217
United Kingdom,9,HARWELL,-1.3,51.62,86/05/07,9:00,24.0,0.0046,0.00045,0.00102
United Kingdom,9,HARWELL,-1.3,51.62,86/05/03,11:14,1.1,0.02,0,0.006
United Kingdom,9,HARWELL,-1.3,51.62,86/05/03,21:58,6.5,0.01,0,0.007
United Kingdom,9,HARWELL,-1.3,51.62,86/05/04,20:35,11.31,0.006,0,<
United Kingdom,9,HARWELL,-1.3,51.62,86/05/05,19:15,10.12,0.005,0,<
United Kingdom,9,HARWELL,-1.3,51.62,86/05/07,9:00,24.02,0.006,0.0003,<
United Kingdom,9,HARWELL,-1.3,51.62,86/05/07,12:30,1.1,0.04,0,<
United Kingdom,9,HARWELL,-1.3,51.62,86/05/07,16:35,2.55,0.007,0.001,<
United Kingdom,9,HARWELL,-1.3,51.62,86/05/07,19:00,1.05,0.02,0,<
Belgium,10,BRUXELLES(Ixelles),4.33,50.78,86/05/03,11:15,1.0,2.45,0.22,0.005
Belgium,10,BRUXELLES(Ixelles),4.33,50.78,86/05/03,13:15,1.0,1.01,0.09,0.002
Belgium,10,BRUXELLES(Ixelles),4.33,50.78,86/05/03,15:15,1.0,1.68,0.1,0.003
Belgium,10,BRUXELLES(Ixelles),4.33,50.78,86/05/03,17:15,1.0,1.75,0.12,0
Belgium,10,BRUXELLES(Ixelles),4.33,50.78,86/05/04,20:00,12.0,0.0187,<,N
Belgium,10,BRUXELLES(Ixelles),4.33,50.78,86/05/06,20:00,12.0,0.0745,0,N
Belgium,10,BRUXELLES(Ixelles),4.33,50.78,86/05/07,20:00,9.3,0.0148,0.0025,N
Belgium,10,BRUXELLES(Ixelles),4.33,50.78,86/05/09,9:00,24.0,0.0079,0,N
Belgium,10,BRUXELLES(Ixelles),4.33,50.78,86/05/11,9:00,24.0,0.0017,0,0.001
Belgium,10,BRUXELLES(Ixelles),4.33,50.78,86/05/13,9:00,24.0,0.0033,0.00047,<
Belgium,10,BRUXELLES(Ixelles),4.33,50.78,86/05/15,9:00,24.0,0.0046,0.0004,0.0005
Belgium,10,MOL,5.12,51.18,86/04/28,9:00,168.0,0,0,0.000031
Belgium,10,MOL,5.12,51.18,86/04/30,24:00:00,700.0,0,N,0
Belgium,10,MOL,5.12,51.18,86/05/01,9:00,24.0,<,0.0001,<
Belgium,10,MOL,5.12,51.18,86/05/02,9:00,24.0,1.68,0.41,0.97
Belgium,10,MOL,5.12,51.18,86/05/02,15:00,6.0,7.8,1.91,3.6
Belgium,10,MOL,5.12,51.18,86/05/02,21:00,6.0,3.5,0.98,1.88
Belgium,10,MOL,5.12,51.18,86/05/03,9:00,12.0,1.98,0.64,1.28
Belgium,10,MOL,5.12,51.18,86/05/04,9:00,24.0,0.81,0.156,0.33
Belgium,10,MOL,5.12,51.18,86/05/05,9:00,24.0,0.1,0.017,0.033
Belgium,10,MOL,5.12,51.18,86/05/05,9:00,168.0,0.92,0.23,0.48
Belgium,10,MOL,5.12,51.18,86/05/06,9:00,24.0,0.09,0.025,0.054
Belgium,10,MOL,5.12,51.18,86/05/07,9:00,24.0,0.051,0.012,0.026
Belgium,10,MOL,5.12,51.18,86/05/08,9:00,24.0,0.0116,0.00148,0.003
Belgium,10,MOL,5.12,51.18,86/05/09,9:00,24.0,0.0088,0.00057,0.001
Belgium,10,MOL,5.12,51.18,86/05/10,9:00,24.0,0.0068,0.00091,0.00175
Belgium,10,MOL,5.12,51.18,86/05/11,9:00,24.0,0.00194,0.00014,0.00019
Belgium,10,MOL,5.12,51.18,86/05/12,9:00,24.0,0.0106,0.0005,0.00083
Belgium,10,MOL,5.12,51.18,86/05/12,9:00,168.0,0.026,0.0058,0.0124
Belgium,10,MOL,5.12,51.18,86/05/13,9:00,24.0,0.0036,0.00023,0.00067
Belgium,10,MOL,5.12,51.18,86/05/14,9:00,24.0,0.007,0.0003,0.0006
Belgium,10,MOL,5.12,51.18,86/05/15,9:00,24.0,0.0056,0.0004,0.0008
Belgium,10,MOL,5.12,51.18,86/05/16,9:00,24.0,0.0036,0.00066,0.00126
Belgium,10,MOL,5.12,51.18,86/05/17,9:00,24.0,0.0056,0.00148,0.0028
Belgium,10,MOL,5.12,51.18,86/05/18,9:00,24.0,0.0029,0.00075,0.00144
Belgium,10,MOL,5.12,51.18,86/05/19,9:00,24.0,0.004,0.00108,0.0023
Belgium,10,MOL,5.12,51.18,86/05/19,9:00,168.0,0.0046,0.0007,0.00141
Belgium,10,MOL,5.12,51.18,86/05/20,9:00,24.0,0.0035,0.0015,0.0031
Belgium,10,MOL,5.12,51.18,86/05/21,9:00,24.0,0.00189,0.00062,0.00128
Belgium,10,MOL,5.12,51.18,86/05/22,9:00,24.0,0.003,0.00091,0.00179
Belgium,10,MOL,5.12,51.18,86/05/23,9:00,24.0,0.0043,0.0013,0.0029
Belgium,10,MOL,5.12,51.18,86/05/24,9:00,24.0,0.0031,0.00129,0.0025
Belgium,10,MOL,5.12,51.18,86/05/25,9:00,24.0,0.00184,0.00071,0.00146
Belgium,10,MOL,5.12,51.18,86/05/26,9:00,24.0,0.00159,0.00084,0.00167
Belgium,10,MOL,5.12,51.18,86/05/26,9:00,168.0,0.0028,0.00102,0.0021
Belgium,10,MOL,5.12,51.18,86/05/31,24:00:00,700.0,0,N,0
Spain,11,TARRAGONA,-0.4,39.48,86/05/01,24:00:00,24.0,0,0,0.0032
Spain,11,TARRAGONA,-0.4,39.48,86/05/02,24:00:00,24.0,0,<,0.0074
Spain,11,TARRAGONA,-0.4,39.48,86/05/03,24:00:00,24.0,0,0.032,0
Spain,11,TARRAGONA,-0.4,39.48,86/05/04,24:00:00,24.0,0,0.0329,0.074
Spain,11,TARRAGONA,-0.4,39.48,86/05/05,24:00:00,24.0,0,0.0481,0.093
Spain,11,TARRAGONA,-0.4,39.48,86/05/08,24:00:00,24.0,0,0,<
Spain,11,TARRAGONA,-0.4,39.48,86/05/09,24:00:00,24.0,0,0.0089,0.0141
Spain,11,TARRAGONA,-0.4,39.48,86/05/10,24:00:00,24.0,0,0,<
Spain,11,TARRAGONA,-0.4,39.48,86/05/11,24:00:00,24.0,0,0,<
Spain,11,TARRAGONA,-0.4,39.48,86/05/12,24:00:00,24.0,0,0,<
Spain,11,TARRAGONA,-0.4,39.48,86/05/13,24:00:00,24.0,0,0,<
Spain,11,TARRAGONA,-0.4,39.48,86/05/14,24:00:00,24.0,0,0,0.0052
Spain,11,TARRAGONA,-0.4,39.48,86/05/15,24:00:00,24.0,0,0,<
Spain,11,TARRAGONA,-0.4,39.48,86/05/16,24:00:00,24.0,0,0,<
Spain,11,TARRAGONA,-0.4,39.48,86/05/17,24:00:00,24.0,0,0,<
Spain,11,TARRAGONA,-0.4,39.48,86/05/18,24:00:00,24.0,0,0,<
Spain,11,TARRAGONA,-0.4,39.48,86/05/19,24:00:00,24.0,0,0,<
Spain,11,TARRAGONA,-0.4,39.48,86/05/20,24:00:00,24.0,0,0,<
Spain,11,VALENCIA,0.0,0.0,86/05/01,24:00:00,24.0,0,0,0.047
Spain,11,VALENCIA,0.0,0.0,86/05/02,24:00:00,24.0,0,0.0054,0.0351
Spain,11,VALENCIA,0.0,0.0,86/05/03,24:00:00,24.0,0,0.041,0.0995
Spain,11,VALENCIA,0.0,0.0,86/05/04,24:00:00,24.0,0,0,0.1082
Spain,11,VALENCIA,0.0,0.0,86/05/05,24:00:00,24.0,0,0,<
Spain,11,VALENCIA,0.0,0.0,86/05/06,24:00:00,24.0,0,0.0254,0.0663
Spain,11,VALENCIA,0.0,0.0,86/05/07,24:00:00,24.0,0,0,<
Spain,11,VALENCIA,0.0,0.0,86/05/08,24:00:00,24.0,0,0,<
Spain,11,VALENCIA,0.0,0.0,86/05/09,24:00:00,24.0,0,0,<
Spain,11,VALENCIA,0.0,0.0,86/05/10,24:00:00,24.0,0,0,<
Spain,11,VALENCIA,0.0,0.0,86/05/12,24:00:00,24.0,0,0,<
Spain,11,VALENCIA,0.0,0.0,86/05/13,24:00:00,24.0,0,0,<
Spain,11,VALENCIA,0.0,0.0,86/05/14,24:00:00,24.0,0,0,0.0065
Spain,11,VALENCIA,0.0,0.0,86/05/15,24:00:00,24.0,0,0,<
Spain,11,VALENCIA,0.0,0.0,86/05/17,24:00:00,24.0,0,0,<
Spain,11,VALENCIA,0.0,0.0,86/05/18,24:00:00,24.0,0,0,<
Spain,11,VALENCIA,0.0,0.0,86/05/19,24:00:00,24.0,0,0,<
Spain,11,VALENCIA,0.0,0.0,86/05/21,24:00:00,24.0,0,0,0.007
Spain,11,VALENCIA,0.0,0.0,86/05/22,24:00:00,24.0,0,0,<
Spain,11,VALENCIA,0.0,0.0,86/05/23,24:00:00,24.0,0,0,<
Spain,11,VALENCIA,0.0,0.0,86/05/24,24:00:00,24.0,0,0,0.0012
Spain,11,VALENCIA,0.0,0.0,86/05/25,24:00:00,24.0,0,0,<
Spain,11,VALENCIA,0.0,0.0,86/05/26,24:00:00,24.0,0,0,<
Spain,11,VALENCIA,0.0,0.0,86/05/28,24:00:00,24.0,0,0,<
Spain,11,VALENCIA,0.0,0.0,86/05/29,24:00:00,24.0,0,0,<
Spain,11,VALENCIA,0.0,0.0,86/05/30,24:00:00,24.0,0,0,0.0084
Switzerland,13,FRIBOURG,7.12,46.49,86/04/30,16:00,40.0,0.041,0.008,0.0089
Switzerland,13,FRIBOURG,7.12,46.49,86/04/30,24:00:00,8.0,0.777,0.37,0.777
Switzerland,13,FRIBOURG,7.12,46.49,86/05/01,9:00,9.0,3.33,0.444,0.962
Switzerland,13,FRIBOURG,7.12,46.49,86/05/01,16:00,7.0,4.255,0.592,1.184
Switzerland,13,FRIBOURG,7.12,46.49,86/05/02,9:00,17.0,2.775,0.536,1.147
Switzerland,13,FRIBOURG,7.12,46.49,86/05/02,20:00,11.0,1.85,0.296,0.629
Switzerland,13,FRIBOURG,7.12,46.49,86/05/03,11:00,15.0,1.147,0.222,0.407
Switzerland,13,FRIBOURG,7.12,46.49,86/05/03,23:00,12.0,1,0.185,0.36
Switzerland,13,FRIBOURG,7.12,46.49,86/05/04,11:00,12.0,0.185,0.033,0.059
Switzerland,13,FRIBOURG,7.12,46.49,86/05/04,24:00:00,13.0,0.37,0.074,0.148
Switzerland,13,FRIBOURG,7.12,46.49,86/05/05,22:00,22.0,0.307,0.077,0.151
Switzerland,13,FRIBOURG,7.12,46.49,86/05/06,11:00,13.0,0.111,0.022,0.039
Switzerland,13,FRIBOURG,7.12,46.49,86/05/07,7:00,20.0,0.13,0.033,0.063
Switzerland,13,FRIBOURG,7.12,46.49,86/05/08,11:00,28.0,0.022,0,0.0081
Switzerland,13,SPIEZ,7.42,46.42,86/05/01,9:00,18.0,1.0397,0.1458,0.2979
Switzerland,13,SPIEZ,7.42,46.42,86/05/01,15:00,6.0,3.4706,0.6068,1.4356
Switzerland,13,SPIEZ,7.42,46.42,86/05/01,21:00,12.0,3.552,0.7437,1.4245
Switzerland,13,SPIEZ,7.42,46.42,86/05/01,24:00:00,12.0,4.366,0.9398,1.628
Switzerland,13,SPIEZ,7.42,46.42,86/05/02,8:00,6.0,2.6196,0.5698,1.0286
Switzerland,13,SPIEZ,7.42,46.42,86/05/02,20:30,9.0,2.8231,0.4847,0.9583
Switzerland,13,SPIEZ,7.42,46.42,86/05/03,9:00,12.0,2.3532,0.4033,0.8177
Switzerland,13,SPIEZ,7.42,46.42,86/05/04,20:00,12.0,0.3848,0.104,0.2017
Switzerland,13,SPIEZ,7.42,46.42,86/05/05,19:00,18.0,0.3563,0.1029,0.2061
Switzerland,13,SPIEZ,7.42,46.42,86/05/06,18:00,24.0,0.5946,0.1184,0.2509
Switzerland,13,SPIEZ,7.42,46.42,86/05/07,18:00,24.0,0.1902,0.064,0.1265
Switzerland,13,SPIEZ,7.42,46.42,86/05/08,18:30,27.0,0.0369,0.005,0.0106
Switzerland,13,SPIEZ,7.42,46.42,86/05/09,16:30,21.0,0.0209,0.0013,0.0025
Switzerland,13,SPIEZ,7.42,46.42,86/05/10,18:00,24.0,0.0134,0.001,0.0018
Switzerland,13,SPIEZ,7.42,46.42,86/05/11,17:00,24.0,0.0069,0.0002,0.0004
Switzerland,13,SPIEZ,7.42,46.42,86/05/12,17:00,24.0,0.0034,0,0.0003
Switzerland,13,SPIEZ,7.42,46.42,86/05/13,17:00,24.0,0.0033,0,0
Switzerland,13,SPIEZ,7.42,46.42,86/05/14,18:00,48.0,0.0061,0.0006,0.0009
Switzerland,13,SPIEZ,7.42,46.42,86/05/16,16:00,24.0,0.0035,0,0.0005
Switzerland,13,SPIEZ,7.42,46.42,86/05/18,12:00,24.0,0.0016,0.0005,0.001
Australia,14,BREGENZ,9.78,47.51,86/04/30,6:20,23.0,0.00851,<,0.001139
Australia,14,BREGENZ,9.78,47.51,86/05/01,7:14,24.54,2.4013,0.40293,0.592
Australia,14,BREGENZ,9.78,47.51,86/05/02,7:34,24.2,4.884,1.8315,3.367
Australia,14,BREGENZ,9.78,47.51,86/05/03,7:17,23.43,2.9785,1.16402,2.22
Australia,14,BREGENZ,9.78,47.51,86/05/04,7:16,23.59,1.1803,0.32153,0.6216
Australia,14,BREGENZ,9.78,47.51,86/05/05,7:16,24.0,0.1517,0.094424,0.17464
Australia,14,BREGENZ,9.78,47.51,86/05/06,7:17,24.01,0.3256,0.11396,0.2109
Australia,14,BREGENZ,9.78,47.51,86/05/07,7:18,24.01,0.666,0.23199,0.4181
Australia,14,BREGENZ,9.78,47.51,86/05/08,7:16,23.58,0.10286,0.027269,0.04995
Australia,14,BREGENZ,9.78,47.51,86/05/09,7:16,23.57,0.02553,0.002035,0.003108
Australia,14,BREGENZ,9.78,47.51,86/05/10,7:16,23.57,0.02183,0.002035,0.00333
Australia,14,BREGENZ,9.78,47.51,86/05/11,7:16,23.57,0.0148,0.001261,0.002109
Australia,14,BREGENZ,9.78,47.51,86/05/12,7:16,23.56,0.00925,0.000773,0.00148
Australia,14,BREGENZ,9.78,47.51,86/05/13,7:18,24.02,0.00666,0.000651,0.001147
Australia,14,BREGENZ,9.78,47.51,86/05/14,7:16,23.58,0.00666,0.001465,0.002405
Australia,14,BREGENZ,9.78,47.51,86/05/15,7:16,23.57,0.00629,0.001058,0.001369
Australia,14,GRAZ,15.36,47.08,86/04/30,14:10,0.4,25.382,2.863245,5.291
Australia,14,GRAZ,15.36,47.08,86/05/01,13:45,0.45,16.058,1.914935,3.6482
Australia,14,GRAZ,15.36,47.08,86/05/02,12:15,0.45,2.7343,0.50875,0.8584
Australia,14,GRAZ,15.36,47.08,86/05/03,14:15,1.0,9.731,1.9129,3.5002
Australia,14,INNSBRUCK,11.41,47.28,86/05/02,7:28,47.45,3.552,1.0582,1.924
Australia,14,INNSBRUCK,11.41,47.28,86/05/02,11:27,3.58,4.736,1.3024,2.294
Australia,14,INNSBRUCK,11.41,47.28,86/05/02,17:26,5.56,6.105,0.814,1.591
Australia,14,INNSBRUCK,11.41,47.28,86/05/03,7:30,14.0,2.664,0.61864,1.184
Australia,14,INNSBRUCK,11.41,47.28,86/05/03,11:26,3.56,3.589,0.70004,1.295
Australia,14,INNSBRUCK,11.41,47.28,86/05/03,17:26,5.56,6.327,1.11925,2.146
Australia,14,INNSBRUCK,11.41,47.28,86/05/04,7:30,14.0,1.702,0.48433,0.888
Australia,14,INNSBRUCK,11.41,47.28,86/05/04,11:00,3.3,1.702,0.35816,0.6364
Australia,14,INNSBRUCK,11.41,47.28,86/05/04,17:30,6.0,1.2395,0.2035,0.3515
Australia,14,INNSBRUCK,11.41,47.28,86/05/05,7:30,14.0,1.147,0.34595,0.666
Australia,14,INNSBRUCK,11.41,47.28,86/05/05,11:30,4.0,2.516,0.58201,1.147
Australia,14,INNSBRUCK,11.41,47.28,86/05/05,17:30,6.0,1.85,0.37037,0.666
Australia,14,INNSBRUCK,11.41,47.28,86/05/06,7:22,13.49,0.9176,0.3256,0.6216
Australia,14,INNSBRUCK,11.41,47.28,86/05/06,11:30,4.02,1.628,0.35816,0.666
Australia,14,INNSBRUCK,11.41,47.28,86/05/06,17:32,6.0,5.587,0.72039,1.258
Australia,14,INNSBRUCK,11.41,47.28,86/05/07,11:25,3.57,7.252,2.3606,4.181
Australia,14,INNSBRUCK,11.41,47.28,86/05/07,17:30,6.0,1.295,0.23606,0.4477
Australia,14,INNSBRUCK,11.41,47.28,86/05/08,7:28,13.53,0.4514,0.15873,0.296
Australia,14,INNSBRUCK,11.41,47.28,86/05/08,11:23,3.5,0.10471,0.006919,0.01036
Australia,14,INNSBRUCK,11.41,47.28,86/05/08,17:25,5.58,0.074,0.002442,0.00444
Australia,14,INNSBRUCK,11.41,47.28,86/05/09,7:35,14.1,0.05328,0.001628,0.00296
Australia,14,INNSBRUCK,11.41,47.28,86/05/09,11:28,3.49,0.07918,<,0.004477
Australia,14,INNSBRUCK,11.41,47.28,86/05/09,17:26,5.57,0.10434,0.002849,0.00444
Australia,14,INNSBRUCK,11.41,47.28,86/05/10,7:30,14.02,0.05587,0.002971,0.00518
Australia,14,INNSBRUCK,11.41,47.28,86/05/10,11:27,3.55,0.07955,<,0.003256
Australia,14,INNSBRUCK,11.41,47.28,86/05/10,17:29,6.01,0.07067,0.001855,0.002442
Australia,14,INNSBRUCK,11.41,47.28,86/05/11,7:30,14.0,0.04181,0.001884,0.00259
Australia,14,INNSBRUCK,11.41,47.28,86/05/11,11:25,3.5,0.06623,<,0.002035
Australia,14,INNSBRUCK,11.41,47.28,86/05/11,17:25,5.55,0.08658,0.004395,0.008769
Australia,14,INNSBRUCK,11.41,47.28,86/05/12,7:29,14.04,0.027491,0.001017,0.001295
Australia,14,INNSBRUCK,11.41,47.28,86/05/12,11:35,4.02,0.04884,0.004395,0.005698
Australia,14,INNSBRUCK,11.41,47.28,86/05/13,7:29,19.49,0.02553,0.001424,0.002331
Australia,14,INNSBRUCK,11.41,47.28,86/05/13,11:29,3.58,0.028453,0.001505,0.004218
Australia,14,INNSBRUCK,11.41,47.28,86/05/13,17:34,6.04,0.036852,0.00179,0.002923
Australia,14,INNSBRUCK,11.41,47.28,86/05/14,7:33,13.56,0.022274,0.002075,0.003441
Australia,14,INNSBRUCK,11.41,47.28,86/05/14,11:30,3.55,0.036334,0.00293,0.004144
Australia,14,INNSBRUCK,11.41,47.28,86/05/14,17:30,5.57,0.027676,0.002319,0.004255
Australia,14,INNSBRUCK,11.41,47.28,86/05/15,7:30,13.58,0.011285,0.001628,0.002183
Australia,14,KLAGENFURT,14.33,46.63,86/04/30,7:05,48.2,0.08103,0.010582,0.01813
Australia,14,KLAGENFURT,14.33,46.63,86/04/30,12:59,5.52,4.292,0.63085,1.184
Australia,14,KLAGENFURT,14.33,46.63,86/04/30,14:45,1.45,11.692,1.5466,2.886
Australia,14,KLAGENFURT,14.33,46.63,86/05/01,11:40,20.54,5.1615,1.15995,2.368
Australia,14,KLAGENFURT,14.33,46.63,86/05/02,6:50,19.08,4.255,1.221,2.257
Australia,14,KLAGENFURT,14.33,46.63,86/05/03,7:06,24.16,2.109,0.7733,1.48
Australia,14,KLAGENFURT,14.33,46.63,86/05/04,17:58,34.51,1.1618,0.5291,0.925
Australia,14,KLAGENFURT,14.33,46.63,86/05/05,6:54,12.54,0.6808,0.2849,0.4773
Australia,14,KLAGENFURT,14.33,46.63,86/05/05,13:58,7.03,1.0175,0.32967,0.592
Australia,14,KLAGENFURT,14.33,46.63,86/05/05,17:58,3.58,1.5466,0.35002,0.629
Australia,14,KLAGENFURT,14.33,46.63,86/05/06,6:50,12.5,0.5217,0.22792,0.407
Australia,14,KLAGENFURT,14.33,46.63,86/05/06,13:54,7.04,0.7992,0.26455,0.4773
Australia,14,KLAGENFURT,14.33,46.63,86/05/06,18:01,4.06,0.8066,0.15466,0.2738
Australia,14,KLAGENFURT,14.33,46.63,86/05/07,7:04,13.0,0.23051,0.06919,0.1369
Australia,14,KLAGENFURT,14.33,46.63,86/05/07,13:55,6.51,0.6771,0.17501,0.3367
Australia,14,KLAGENFURT,14.33,46.63,86/05/07,17:59,4.04,1.3024,0.2442,0.481
Australia,14,KLAGENFURT,14.33,46.63,86/05/08,7:05,13.06,0.3959,0.17908,0.3034
Australia,14,KLAGENFURT,14.33,46.63,86/05/08,14:00,6.53,0.4551,0.22792,0.4218
Australia,14,KLAGENFURT,14.33,46.63,86/05/08,18:01,4.0,0.1258,0.030932,0.05439
Australia,14,KLAGENFURT,14.33,46.63,86/05/09,6:58,12.56,0.02553,0.002849,0.00518
Australia,14,KLAGENFURT,14.33,46.63,86/05/09,13:58,7.0,0.05513,0.002849,0.00333
Australia,14,KLAGENFURT,14.33,46.63,86/05/09,17:59,3.59,0.08103,0.003418,0.00629
