Country,Country Code,Locality Name,Latitude,Longitude,Date,End of sampling,Duration(h.min),Iodine-131 (I-131) Concentration (Bq/m3),Caesium-134 (Cs-134) Concentration (Bq/m3),"Caesium-137 (radiocaesium, Cs-137) Concentration (Bq/m3)"
Sweden,1,RISOE,12.07,55.7,86/04/27,24:00:00,24.0,1,0,0.24
Sweden,1,RISOE,12.07,55.7,86/04/28,24:00:00,24.0,0.0046,0.00054,0.00098
Sweden,1,RISOE,12.07,55.7,86/04/29,12:00,12.0,0.0147,0.0043,0.0074
Sweden,1,RISOE,12.07,55.7,86/04/29,24:00:00,12.0,0.00061,0,0.00009
Sweden,1,RISOE,12.07,55.7,86/04/30,24:00:00,24.0,0.00075,0.0001,0.00028
Sweden,1,RISOE,12.07,55.7,86/05/01,24:00:00,24.0,0.00053,0,0.0002
Sweden,1,RISOE,12.07,55.7,86/05/02,24:00:00,24.0,0.0176,0,0.00022
Sweden,1,RISOE,12.07,55.7,86/05/03,24:00:00,24.0,0.2239,0.00212,0.00356
Sweden,1,RISOE,12.07,55.7,86/05/04,12:00,12.0,0.41,0.0142,0.0227
Sweden,1,RISOE,12.07,55.7,86/05/04,24:00:00,12.0,0.264303,0.014342,0.023966
Sweden,1,RISOE,12.07,55.7,86/05/05,12:00,12.0,0.362,0.00965,0.01544
Sweden,1,RISOE,12.07,55.7,86/05/05,24:00:00,12.0,0.28,0.0046,0.00741
Sweden,1,RISOE,12.07,55.7,86/05/06,12:00,12.0,0.334,0.0073,0.0124
Sweden,1,RISOE,12.07,55.7,86/05/06,24:00:00,12.0,0.164,0.0039,0.0064
Sweden,1,RISOE,12.07,55.7,86/05/07,24:00:00,24.0,0.496,0.0824,0.1544
Sweden,1,RISOE,12.07,55.7,86/05/11,24:00:00,96.0,0.017902,0.007964,0.014449
Sweden,1,RISOE,12.07,55.7,86/05/13,24:00:00,48.0,0.004299,0.000464,0.000739
Sweden,1,RISOE,12.07,55.7,86/05/14,24:00:00,24.0,0.008252,0.001236,0.002272
Sweden,1,RISOE,12.07,55.7,86/05/15,24:00:00,24.0,0.003245,0.000487,0.000881
Sweden,1,RISOE,12.07,55.7,86/05/16,24:00:00,24.0,0.001505,0.000169,0.000292
Sweden,1,RISOE,12.07,55.7,86/05/17,24:00:00,24.0,0.002772,0.000451,0.000783
Sweden,1,RISOE,12.07,55.7,86/05/18,24:00:00,24.0,0.001664,0.000388,0.000745
Sweden,1,RISOE,12.07,55.7,86/05/19,24:00:00,24.0,0.002248,0.001367,0.002421
Sweden,1,RISOE,12.07,55.7,86/05/20,24:00:00,24.0,0.002507,0.001439,0.002599
Sweden,1,RISOE,12.07,55.7,86/05/21,24:00:00,24.0,0.002007,0.000783,0.001323
Sweden,1,RISOE,12.07,55.7,86/05/22,24:00:00,24.0,0.00281,0.001022,0.001773
Sweden,1,RISOE,12.07,55.7,86/05/25,24:00:00,72.0,0.001805,0.001221,0.002275
Sweden,1,RISOE,12.07,55.7,86/05/26,24:00:00,24.0,0.001029,0.000749,0.0013
Sweden,1,RISOE,12.07,55.7,86/05/27,24:00:00,24.0,0.000517,0.000315,0.000594
Sweden,1,RISOE,12.07,55.7,86/05/28,24:00:00,24.0,0.000482,0.000196,0.00033
Sweden,1,RISOE,12.07,55.7,86/05/29,24:00:00,24.0,0.000533,0.000146,0.00033
Denmark,2,AACHEN(RWTH),6.1,50.76,86/05/09,8:45,15.0,0,0.007,1.184
Denmark,2,AACHEN(RWTH),6.1,50.76,86/05/11,17:45,31.3,0,0,1.221
Denmark,2,AACHEN(RWTH),6.1,50.76,86/05/13,19:00,24.0,0,0.001,0.411
Denmark,2,ANSBACH,10.59,49.3,86/04/29,24:00:00,24.0,0.69,0,0.56
Denmark,2,ANSBACH,10.59,49.3,86/04/30,24:00:00,24.0,5.8,0,2.9
Denmark,2,ANSBACH,10.59,49.3,86/05/01,24:00:00,24.0,5.626,0,3.014
Denmark,2,ANSBACH,10.59,49.3,86/05/02,24:00:00,24.0,2.9,0,2.17
Denmark,2,ANSBACH,10.59,49.3,86/05/03,24:00:00,24.0,1.4,0,0.96
Denmark,2,ANSBACH,10.59,49.3,86/05/04,24:00:00,24.0,0.367,0,0.263
Denmark,2,ANSBACH,10.59,49.3,86/05/05,24:00:00,24.0,0.622,0,0.625
Denmark,2,ANSBACH,10.59,49.3,86/05/06,24:00:00,24.0,0.148,0,0.11
Denmark,2,ANSBACH,10.59,49.3,86/05/07,24:00:00,24.0,0.038,0,0.022
Denmark,2,BERLIN-WEST,13.42,52.5,86/04/29,12:00,24.0,0.088,0,0.0012
Denmark,2,BERLIN-WEST,13.42,52.5,86/05/01,12:00,24.0,0.85,0.318,0
Denmark,2,BERLIN-WEST,13.42,52.5,86/05/03,12:00,24.0,0.215,0.0026,0.0026
Denmark,2,BERLIN-WEST,13.42,52.5,86/05/05,12:00,24.0,0.533,0.118,0.0015
Denmark,2,BERLIN-WEST,13.42,52.5,86/05/07,12:00,24.0,0.728,0.087,0.00154
Denmark,2,BERLIN-WEST,13.42,52.5,86/05/09,12:00,24.0,0.012,0.0011,0
Denmark,2,BERLIN-WEST,13.42,52.5,86/05/11,12:00,24.0,0.0063,0.00074,0.14
Denmark,2,BERLIN-WEST,13.42,52.5,86/05/19,12:00,168.0,0.0074,0.00204,2
Denmark,2,BROTJACKLRIEGEL,12.78,49.2,86/04/29,24:00:00,24.0,2.2,0,0.83
Denmark,2,BROTJACKLRIEGEL,12.78,49.2,86/04/30,24:00:00,24.0,19.65,0,11.1
Denmark,2,BROTJACKLRIEGEL,12.78,49.2,86/05/01,24:00:00,24.0,15.6,0,8.8
Denmark,2,BROTJACKLRIEGEL,12.78,49.2,86/05/02,24:00:00,24.0,1.38,0,0.55
Denmark,2,BROTJACKLRIEGEL,12.78,49.2,86/05/03,24:00:00,24.0,1.31,0,1.42
Denmark,2,BROTJACKLRIEGEL,12.78,49.2,86/05/04,24:00:00,24.0,1.25,0,1.12
Denmark,2,BROTJACKLRIEGEL,12.78,49.2,86/05/05,24:00:00,24.0,0.77,0,0.59
Denmark,2,BROTJACKLRIEGEL,12.78,49.2,86/05/06,24:00:00,24.0,0.49,0,0.36
Denmark,2,BROTJACKLRIEGEL,12.78,49.2,86/05/07,24:00:00,24.0,0.5,0,0.36
Denmark,2,BROTJACKLRIEGEL,12.78,49.2,86/05/08,24:00:00,24.0,0.025,0,0.027
Denmark,2,FREIBURG(BZS),7.87,48.0,86/04/30,17:57,3.38,0.76,0.15,0.56
Denmark,2,FREIBURG(BZS),7.87,48.0,86/05/01,15:00,8.0,2.1,0.34,1.1
Denmark,2,FREIBURG(BZS),7.87,48.0,86/05/02,7:40,10.4,5.7,2.1,0.89
Denmark,2,FREIBURG(BZS),7.87,48.0,86/05/02,15:43,3.43,3.9,1.4,0.53
Denmark,2,FREIBURG(BZS),7.87,48.0,86/05/03,9:00,13.32,1.3,0.35,0.38
Denmark,2,FREIBURG(BZS),7.87,48.0,86/05/04,13:57,24.17,0.36,0.11,0.05
Denmark,2,FREIBURG(BZS),7.87,48.0,86/05/06,7:01,12.31,0.13,0.03,0.04
Denmark,2,FREIBURG(BZS),7.87,48.0,86/05/07,7:10,12.15,0.089,0.021,0.07
Denmark,2,FREIBURG(BZS),7.87,48.0,86/05/08,7:46,14.23,0.012,0.0019,0.02
Denmark,2,FREIBURG(BZS),7.87,48.0,86/05/09,7:44,14.17,0.013,0.0013,0.01
Denmark,2,FREIBURG(BZS),7.87,48.0,86/05/11,9:16,25.5,0.0035,0,0.02
Denmark,2,FREIBURG(BZS),7.87,48.0,86/05/13,7:52,18.44,0.0029,0,0.01
Denmark,2,FREIBURG(BZS),7.87,48.0,86/05/15,7:42,23.57,0.0025,0,0.006
Denmark,2,FREIBURG(DWD),7.87,48.0,86/05/02,0:00,24.0,5.66,2.257,0.008
Denmark,2,FREIBURG(DWD),7.87,48.0,86/05/04,0:00,24.0,5.44,1.258,0.003
Denmark,2,FREIBURG(DWD),7.87,48.0,86/05/09,0:00,24.0,0.222,0.104,0.005
Denmark,2,GOETTINGEN,9.95,51.53,86/04/30,8:00,20.0,0.0026,0,0.0012
Denmark,2,GOETTINGEN,9.95,51.53,86/05/02,7:30,17.0,0.0387,0,0.0049
Denmark,2,GOETTINGEN,9.95,51.53,86/05/02,16:00,7.0,4.2,0.62,1.3
Denmark,2,GOETTINGEN,9.95,51.53,86/05/03,16:00,24.0,0.89,0,0.27
Denmark,2,GOETTINGEN,9.95,51.53,86/05/04,14:00,21.0,1.1,0.2,0.45
Denmark,2,GOETTINGEN,9.95,51.53,86/05/05,12:00,21.0,0.79,0.15,0.31
Denmark,2,GOETTINGEN,9.95,51.53,86/05/05,15:00,3.0,2,0.34,0.86
Denmark,2,GOETTINGEN,9.95,51.53,86/05/06,8:00,16.0,0.57,0,0.39
Denmark,2,GOETTINGEN,9.95,51.53,86/05/06,16:00,8.0,0.62,0.11,0.23
Denmark,2,GOETTINGEN,9.95,51.53,86/05/07,10:00,18.0,0.3,0.08,0.16
Denmark,2,GOETTINGEN,9.95,51.53,86/05/07,16:00,6.0,0.082,0.009,0.017
Denmark,2,GOETTINGEN,9.95,51.53,86/05/09,7:30,39.3,0.03,0.0019,0.0039
Denmark,2,GOETTINGEN,9.95,51.53,86/05/12,8:30,73.0,0.0085,0.0008,0.0016
Denmark,2,GOETTINGEN,9.95,51.53,86/05/13,9:30,25.0,0.012,0.0027,0.0041
Denmark,2,GOETTINGEN,9.95,51.53,86/05/14,9:30,24.0,0.009,0.0011,0.0018
Denmark,2,GOETTINGEN,9.95,51.53,86/05/15,9:00,23.3,0.0072,0.0007,0.0016
Denmark,2,GOETTINGEN,9.95,51.53,86/05/16,9:00,24.0,0.0062,0.0016,0.0035
Denmark,2,GOETTINGEN,9.95,51.53,86/05/18,9:00,48.0,0.0047,0.0017,0.0033
Denmark,2,GOETTINGEN,9.95,51.53,86/05/20,9:00,48.0,0.0027,0.0011,0.002
Denmark,2,GOETTINGEN,9.95,51.53,86/05/21,8:00,23.0,0.003,0.0015,0.0028
Denmark,2,GOETTINGEN,9.95,51.53,86/05/22,8:30,24.3,0.0021,0.0008,0.0015
Denmark,2,GOETTINGEN,9.95,51.53,86/05/23,8:30,24.0,0.003,0.0009,0.0023
Denmark,2,GOETTINGEN,9.95,51.53,86/05/25,11:00,50.3,0.0017,0.001,0.0018
Denmark,2,GOETTINGEN,9.95,51.53,86/05/26,9:30,22.3,0.0022,0.0009,0.002
Denmark,2,GOETTINGEN,9.95,51.53,86/05/27,9:30,24.0,0.0031,0.0013,0.0024
Denmark,2,GOETTINGEN,9.95,51.53,86/05/28,9:30,24.0,0.0023,0.0009,0.0018
Denmark,2,GOETTINGEN,9.95,51.53,86/05/29,9:30,24.0,0.0012,0.0007,0.0012
Denmark,2,GOETTINGEN,9.95,51.53,86/05/30,9:30,24.0,0.00091,0.00029,0.00068
Denmark,2,HANNOVER,9.73,52.38,86/05/01,9:00,24.0,0.001,0,0
Denmark,2,HANNOVER,9.73,52.38,86/05/02,9:00,24.0,0.018,0,0
Denmark,2,HANNOVER,9.73,52.38,86/05/03,9:00,24.0,0.389,0.037,0.074
Denmark,2,HANNOVER,9.73,52.38,86/05/04,9:00,24.0,0.629,0.093,0.189
Denmark,2,HANNOVER,9.73,52.38,86/05/05,9:00,24.0,0.444,0.067,0.13
Denmark,2,HANNOVER,9.73,52.38,86/05/06,9:00,24.0,0.392,0.107,0.226
Denmark,2,HANNOVER,9.73,52.38,86/05/07,9:00,24.0,0.192,0.046,0.093
Denmark,2,HANNOVER,9.73,52.38,86/05/08,9:00,24.0,0.02,0.002,0.004
Denmark,2,HANNOVER,9.73,52.38,86/05/09,9:00,24.0,0.01,0.0007,0.0015
Denmark,2,HANNOVER,9.73,52.38,86/05/10,9:00,24.0,0.008,0.0004,0.0015
Denmark,2,HANNOVER,9.73,52.38,86/05/11,9:00,24.0,0.004,0,0.001
Denmark,2,HANNOVER,9.73,52.38,86/05/12,9:00,24.0,0.0072,0.0007,0.0009
Denmark,2,HANNOVER,9.73,52.38,86/05/14,9:00,24.0,0.004,0.0007,0.0014
Denmark,2,HANNOVER,9.73,52.38,86/05/26,9:00,24.0,0.0021,0.0009,0.0019
Denmark,2,KARLSRUHE,8.67,49.0,86/04/30,17:00,24.0,0,0.005,0.016
Denmark,2,KARLSRUHE,8.67,49.0,86/05/01,11:00,18.0,0,0.0062,0.012
Denmark,2,KARLSRUHE,8.67,49.0,86/05/01,17:00,6.0,0,1.9,3.7
Denmark,2,KARLSRUHE,8.67,49.0,86/05/02,11:00,18.0,0,3.3,5.9
Denmark,2,KARLSRUHE,8.67,49.0,86/05/02,17:00,6.0,0,2.9,5.2
Denmark,2,KARLSRUHE,8.67,49.0,86/05/03,11:00,18.0,0,1,2.5
Denmark,2,KARLSRUHE,8.67,49.0,86/05/03,17:00,6.0,0,0.63,1.5
Denmark,2,KARLSRUHE,8.67,49.0,86/05/04,11:00,18.0,0,0.28,0.56
Denmark,2,KARLSRUHE,8.67,49.0,86/05/04,17:00,6.0,0,0.0037,0.069
Denmark,2,KARLSRUHE,8.67,49.0,86/05/05,11:00,18.0,0,0.088,0.17
Denmark,2,KARLSRUHE,8.67,49.0,86/05/05,17:00,6.0,0,0.08,0.13
Denmark,2,KARLSRUHE,8.67,49.0,86/05/06,11:00,18.0,0,0.049,0.095
Denmark,2,KARLSRUHE,8.67,49.0,86/05/06,17:00,6.0,0,0.051,0.11
Denmark,2,KARLSRUHE,8.67,49.0,86/05/07,11:00,18.0,0,0.032,0.078
Denmark,2,KARLSRUHE,8.67,49.0,86/05/08,11:00,18.0,0,0.0019,0.0027
Denmark,2,KARLSRUHE,8.67,49.0,86/05/09,11:00,24.0,0,0.0013,0.002
Denmark,2,KARLSRUHE,8.67,49.0,86/05/10,11:00,24.0,0,0.0022,0.0032
Denmark,2,KARLSRUHE,8.67,49.0,86/05/11,11:00,24.0,0,0,0.0017
Denmark,2,KARLSRUHE,8.67,49.0,86/05/12,11:00,24.0,0,0,0.00092
Denmark,2,KARLSRUHE,8.67,49.0,86/05/14,11:00,48.0,0,0,0.00081
Denmark,2,MEINERZHAGEN,7.65,51.11,86/05/01,24:00:00,24.0,0.715,0,0.368
Denmark,2,MEINERZHAGEN,7.65,51.11,86/05/02,24:00:00,24.0,1.921,0,1.064
Denmark,2,MEINERZHAGEN,7.65,51.11,86/05/03,24:00:00,24.0,1.379,0,0.757
Denmark,2,MEINERZHAGEN,7.65,51.11,86/05/04,24:00:00,24.0,0.354,0,0.18
Denmark,2,MEINERZHAGEN,7.65,51.11,86/05/05,24:00:00,24.0,0.425,0,0.309
Denmark,2,MEINERZHAGEN,7.65,51.11,86/05/06,24:00:00,24.0,0.213,0,0.179
Denmark,2,MEINERZHAGEN,7.65,51.11,86/05/07,24:00:00,24.0,0.222,0,0.077
Denmark,2,NEUHERBERG,11.58,48.13,86/04/30,10:00,20.15,1.1,0.26,0.59
Denmark,2,NEUHERBERG,11.58,48.13,86/04/30,14:30,4.0,21,4,9.2
Denmark,2,NEUHERBERG,11.58,48.13,86/04/30,18:15,3.15,9.3,1.7,3.7
Denmark,2,NEUHERBERG,11.58,48.13,86/05/01,11:45,17.05,6.5,1.8,3.5
Denmark,2,NEUHERBERG,11.58,48.13,86/05/01,18:00,6.1,13,4.1,7.5
Denmark,2,NEUHERBERG,11.58,48.13,86/05/01,20:10,2.1,14,2.4,4.5
Denmark,2,NEUHERBERG,11.58,48.13,86/05/02,9:00,12.5,3.8,1.1,2.1
Denmark,2,NEUHERBERG,11.58,48.13,86/05/02,13:10,4.1,4.2,1.1,2.1
Denmark,2,NEUHERBERG,11.58,48.13,86/05/02,21:55,8.4,2.7,0.53,0.96
Denmark,2,NEUHERBERG,11.58,48.13,86/05/03,15:40,17.35,1.4,0.44,0.8
Denmark,2,NEUHERBERG,11.58,48.13,86/05/04,16:15,24.35,0.89,0.27,0.58
Denmark,2,NEUHERBERG,11.58,48.13,86/05/05,19:45,27.25,0.6,0.19,0.46
Denmark,2,NEUHERBERG,11.58,48.13,86/05/06,9:20,13.35,0.32,0.09,0.12
Denmark,2,NEUHERBERG,11.58,48.13,86/05/07,17:00,31.3,0.36,0.12,0.3
Denmark,2,NEUHERBERG,11.58,48.13,86/05/08,13:00,20.0,0.13,0.036,0.077
Denmark,2,NEUHERBERG,11.58,48.13,86/05/09,18:00,29.0,0.014,0.0016,0.0042
Denmark,2,NEUHERBERG,11.58,48.13,86/05/10,19:00,24.2,0.016,0.0024,0.0043
Denmark,2,NEUHERBERG,11.58,48.13,86/05/11,16:10,21.05,0.013,0,0.0051
Denmark,2,NEUHERBERG,11.58,48.13,86/05/12,19:30,27.1,0.0056,0.0027,0.0022
Denmark,2,NEUHERBERG,11.58,48.13,86/05/13,16:40,21.0,0.0026,<,0.0034
Denmark,2,NEUHERBERG,11.58,48.13,86/05/15,16:20,47.3,0.0032,<,0.00085
Denmark,2,NEUHERBERG,11.58,48.13,86/05/21,13:00,140.4,<,0.00026,<
Denmark,2,NORDERNEY,7.15,53.71,86/05/02,9:00,96.0,0.248,0,0.089
Denmark,2,NORDERNEY,7.15,53.71,86/05/03,9:00,24.0,0.363,0.052,0.111
Denmark,2,NORDERNEY,7.15,53.71,86/05/04,9:00,24.0,0.44,0.115,0.229
Denmark,2,NORDERNEY,7.15,53.71,86/05/05,9:00,24.0,0.071,0,0.0063
Denmark,2,NORDERNEY,7.15,53.71,86/05/06,9:00,24.0,0.333,0.085,0.189
Denmark,2,NORDERNEY,7.15,53.71,86/05/07,9:00,24.0,0.028,0.0078,0.0166
Denmark,2,NORDERNEY,7.15,53.71,86/05/08,9:00,24.0,0.0066,0.0015,0.0018
Denmark,2,NORDERNEY,7.15,53.71,86/05/09,9:00,24.0,0.0046,0.00067,0.0015
Denmark,2,NORDERNEY,7.15,53.71,86/05/10,9:00,24.0,0.0037,0.00074,0.00074
Denmark,2,NORDERNEY,7.15,53.71,86/05/12,9:00,24.0,0.0015,0.00026,0.00048
Denmark,2,NORDERNEY,7.15,53.71,86/05/19,9:00,24.0,0.00152,0.00049,0.00095
Denmark,2,NORDERNEY,7.15,53.71,86/05/26,9:00,24.0,0.00107,0.00093,0.00189
Denmark,2,NORDERNEY,7.15,53.71,86/08/04,0:00,24.0,0,0,0.00007
Denmark,2,OFFENBACH,8.77,50.1,86/04/30,8:00,24.0,0.002,0.0006,0.0013
Denmark,2,OFFENBACH,8.77,50.1,86/05/01,8:00,24.0,0.011,0.001,0.002
Denmark,2,OFFENBACH,8.77,50.1,86/05/02,8:00,24.0,3.441,0.925,1.443
Denmark,2,OFFENBACH,8.77,50.1,86/05/03,8:00,24.0,1.04,0.3,0.44
Denmark,2,OFFENBACH,8.77,50.1,86/05/04,8:00,24.0,0.85,0.26,0.41
Denmark,2,OFFENBACH,8.77,50.1,86/05/05,8:00,24.0,0.37,0.1,0.16
Denmark,2,OFFENBACH,8.77,50.1,86/05/06,8:00,24.0,0.141,0.041,0.074
Denmark,2,OFFENBACH,8.77,50.1,86/05/07,8:00,24.0,0.13,0.044,0.074
Denmark,2,OFFENBACH,8.77,50.1,86/05/08,8:00,24.0,0.016,0.002,0.003
Denmark,2,OFFENBACH,8.77,50.1,86/05/09,8:00,24.0,0.009,0.001,0
Denmark,2,OFFENBACH,8.77,50.1,86/05/10,8:00,24.0,0.007,0.0007,0.0015
Denmark,2,OFFENBACH,8.77,50.1,86/05/11,8:00,24.0,0.006,0.0007,0.0015
Denmark,2,OFFENBACH,8.77,50.1,86/05/12,8:00,24.0,0.009,0.0012,0.0024
Denmark,2,OFFENBACH,8.77,50.1,86/05/14,8:00,24.0,0.005,0.0008,0.0018
Denmark,2,OFFENBACH,8.77,50.1,86/05/19,8:00,24.0,0.004,0.001,0.0029
Denmark,2,OFFENBACH,8.77,50.1,86/05/29,8:00,24.0,0.002,0.001,0.0022
Denmark,2,ROTTENBURG,8.94,48.46,86/04/30,24:00:00,24.0,0.62,0,0.2
Denmark,2,ROTTENBURG,8.94,48.46,86/05/01,24:00:00,24.0,4.787,0,2.94
Denmark,2,ROTTENBURG,8.94,48.46,86/05/02,24:00:00,24.0,3.286,0,2.434
Denmark,2,ROTTENBURG,8.94,48.46,86/05/03,24:00:00,24.0,1.464,0,0.827
Denmark,2,ROTTENBURG,8.94,48.46,86/05/04,24:00:00,24.0,0.242,0,0.139
Denmark,2,ROTTENBURG,8.94,48.46,86/05/05,24:00:00,24.0,0.201,0,0.149
Denmark,2,ROTTENBURG,8.94,48.46,86/05/06,24:00:00,24.0,0.364,0,0.24
Denmark,2,STARNBERG,11.34,48.0,86/04/30,24:00:00,24.0,5.664,0,2.332
Denmark,2,STARNBERG,11.34,48.0,86/05/01,24:00:00,24.0,7.52,0,4.5
Denmark,2,STARNBERG,11.34,48.0,86/05/02,24:00:00,24.0,2.7,0,1.76
Denmark,2,STARNBERG,11.34,48.0,86/05/03,24:00:00,24.0,2.83,0,1.6
Denmark,2,STARNBERG,11.34,48.0,86/05/04,24:00:00,24.0,0.63,0,0.42
Denmark,2,STARNBERG,11.34,48.0,86/05/06,24:00:00,24.0,0.97,0,0.62
Denmark,2,STARNBERG,11.34,48.0,86/05/07,24:00:00,24.0,0.31,0,0.26
Denmark,2,WALDHOF,10.75,52.81,86/05/02,24:00:00,24.0,0.16,0,0.05
Denmark,2,WALDHOF,10.75,52.81,86/05/03,24:00:00,24.0,0.22,0,0.03
Denmark,2,WALDHOF,10.75,52.81,86/05/04,24:00:00,24.0,0.58,0,0.34
Denmark,2,WALDHOF,10.75,52.81,86/05/05,24:00:00,24.0,0.55,0,0.28
Denmark,2,WALDHOF,10.75,52.81,86/05/06,24:00:00,24.0,0.76,0,0.2
Denmark,2,WALDHOF,10.75,52.81,86/05/07,24:00:00,24.0,0.3,0,0.13
France,3,CADARACHE,5.75,43.71,86/05/01,9:00,24.0,0.3,0.0008,0.02
France,3,CADARACHE,5.75,43.71,86/05/02,9:00,24.0,6.299999,0.18,0.41
France,3,CADARACHE,5.75,43.71,86/05/03,9:00,24.0,5.9,0.4,0.94
France,3,CADARACHE,5.75,43.71,86/05/04,9:00,24.0,6.599999,0.5,1.099999
France,3,CADARACHE,5.75,43.71,86/05/05,9:00,24.0,1.4,0.1,0.31
France,3,CADARACHE,5.75,43.71,86/05/06,9:00,24.0,0.5,0.06,0.1
France,3,CADARACHE,5.75,43.71,86/05/07,9:00,24.0,0.025,0.0073,0.014
France,3,CADARACHE,5.75,43.71,86/05/09,9:00,24.0,0.15,0.001,0.002
France,3,CADARACHE,5.75,43.71,86/05/10,9:00,24.0,0.06,0,0
France,3,CADARACHE,5.75,43.71,86/05/11,9:00,24.0,0.06,0,0
France,3,CHINON,0.25,47.15,86/05/02,9:00,24.0,1.5,0.36,0.65
France,3,CHINON,0.25,47.15,86/05/03,9:00,24.0,0.24,0.07,0.16
France,3,CHINON,0.25,47.15,86/05/04,9:00,24.0,0.0067,0,0
France,3,CHINON,0.25,47.15,86/05/05,9:00,24.0,0.0043,0,0
France,3,CHINON,0.25,47.15,86/05/06,9:00,24.0,0.0038,0,0
France,3,CHINON,0.25,47.15,86/05/07,9:00,24.0,0.015,0.0029,0.005
France,3,CHINON,0.25,47.15,86/05/08,9:00,24.0,0.014,0.0033,0.0085
France,3,CHINON,0.25,47.15,86/05/09,9:00,24.0,0.011,0.0024,0.0038
France,3,CHINON,0.25,47.15,86/05/10,9:00,24.0,0.0033,0,0
France,3,CHINON,0.25,47.15,86/05/11,9:00,24.0,0.0021,0,0
France,3,CHINON,0.25,47.15,86/05/12,9:00,24.0,0.0049,0,0
France,3,CHINON,0.25,47.15,86/05/13,9:00,24.0,0.004,0,0
France,3,CHINON,0.25,47.15,86/05/14,9:00,24.0,0.0062,0,0
France,3,CHINON,0.25,47.15,86/05/15,9:00,24.0,0.0052,0,0
France,3,CHINON,0.25,47.15,86/05/16,9:00,24.0,0.0044,0,0
France,3,CHINON,0.25,47.15,86/05/17,9:00,24.0,0.0038,0,0
France,3,CHINON,0.25,47.15,86/05/18,9:00,24.0,0.0036,0,0
France,3,CHINON,0.25,47.15,86/05/19,9:00,24.0,0.0058,0,0
France,3,CHOOZ,4.81,50.1,86/05/02,9:00,24.0,5.5,1.599999,3
France,3,CHOOZ,4.81,50.1,86/05/03,9:00,24.0,1.9,0.63,1.099999
France,3,CHOOZ,4.81,50.1,86/05/04,9:00,24.0,0.72,0.16,0.31
France,3,CHOOZ,4.81,50.1,86/05/05,9:00,24.0,0.13,0.03,0.07
France,3,CHOOZ,4.81,50.1,86/05/06,9:00,24.0,0.07,0.03,0.06
France,3,CHOOZ,4.81,50.1,86/05/07,9:00,24.0,0.057,0.013,0.022
France,3,CHOOZ,4.81,50.1,86/05/08,9:00,24.0,0.0058,0.0052,0.002
France,3,CHOOZ,4.81,50.1,86/05/09,9:00,24.0,0.005,0,0.0042
France,3,CHOOZ,4.81,50.1,86/05/10,9:00,24.0,0.0055,0,0.004
France,3,CHOOZ,4.81,50.1,86/05/11,9:00,24.0,0.0055,0,0.004
France,3,CHOOZ,4.81,50.1,86/05/12,9:00,24.0,0.01,0,0.004
France,3,CHOOZ,4.81,50.1,86/05/13,9:00,24.0,0.0055,0,0.001
France,3,CHOOZ,4.81,50.1,86/05/15,9:00,24.0,0.005,0,0.004
France,3,CRUAS,4.8,44.63,86/05/02,9:00,24.0,0.36,0.07,0.095
France,3,CRUAS,4.8,44.63,86/05/03,9:00,24.0,0.95,0.23,0.3
France,3,CRUAS,4.8,44.63,86/05/04,9:00,24.0,0.6,0.18,0.3
France,3,CRUAS,4.8,44.63,86/05/05,9:00,24.0,0.22,0.07,0.11
France,3,CRUAS,4.8,44.63,86/05/06,9:00,24.0,0.11,0.065,0
France,3,CRUAS,4.8,44.63,86/05/07,9:00,24.0,0.016,0.0087,0
France,3,CRUAS,4.8,44.63,86/05/08,9:00,24.0,0.0058,0,0
France,3,CRUAS,4.8,44.63,86/05/09,9:00,24.0,0.012,0,0
France,3,CRUAS,4.8,44.63,86/05/10,9:00,24.0,0.0065,0.0018,0
France,3,CRUAS,4.8,44.63,86/05/11,9:00,24.0,0.003,0,0
France,3,CRUAS,4.8,44.63,86/05/12,9:00,24.0,0.0018,0,0
France,3,CRUAS,4.8,44.63,86/05/13,9:00,24.0,0.0019,0,0.001
France,3,CRUAS,4.8,44.63,86/05/14,9:00,24.0,0.007,0,0.0014
France,3,CRUAS,4.8,44.63,86/05/15,9:00,24.0,0.0046,0,0.0011
France,3,CRUAS,4.8,44.63,86/05/16,9:00,24.0,0.0028,0,0
France,3,CRUAS,4.8,44.63,86/05/17,9:00,24.0,0.0017,0,0.001
France,3,CRUAS,4.8,44.63,86/05/18,9:00,24.0,0.0016,0,0.001
France,3,CRUAS,4.8,44.63,86/05/19,9:00,24.0,0.0015,0,0
France,3,CRUAS,4.8,44.63,86/05/20,9:00,24.0,0.0013,0,0
France,3,FESSENHEIM,7.56,47.91,86/05/02,9:00,24.0,2.9,0.76,1.5
France,3,FESSENHEIM,7.56,47.91,86/05/03,9:00,24.0,2.099999,0.76,1.299999
France,3,FESSENHEIM,7.56,47.91,86/05/04,9:00,24.0,0.7,0.18,0.3
France,3,FESSENHEIM,7.56,47.91,86/05/07,9:00,24.0,0.12,0.03,0.075
France,3,FESSENHEIM,7.56,47.91,86/05/08,9:00,24.0,0.012,0.002,0.0044
France,3,FESSENHEIM,7.56,47.91,86/05/09,9:00,24.0,0.013,0.0021,0.0038
France,3,FESSENHEIM,7.56,47.91,86/05/10,9:00,24.0,0.011,0.00145,0.0039
France,3,FESSENHEIM,7.56,47.91,86/05/11,9:00,24.0,0.0025,0.00135,0.0015
